21.920,19.880,0.577,0.544,0.617,0.716,0.605,0.400,2.420
21.780,20.460,0.581,0.546,0.624,0.722,0.609,0.394,2.860
21.170,19.720,0.541,0.521,0.597,0.699,0.595,0.384,3.060
20.700,19.310,0.542,0.536,0.579,0.676,0.577,0.359,2.720
19.610,18.420,0.513,0.494,0.547,0.637,0.544,0.336,2.160
18.280,18.570,0.495,0.476,0.524,0.587,0.515,0.309,2.180
19.130,18.800,0.509,0.486,0.524,0.560,0.512,0.293,2.000
19.470,18.990,0.508,0.488,0.503,0.517,0.502,0.282,1.980
18.450,18.020,0.489,0.467,0.492,0.517,0.475,0.282,2.450
19.200,18.740,0.523,0.522,0.542,0.605,0.532,0.314,2.400
20.940,19.100,0.565,0.576,0.574,0.638,0.567,0.332,2.400
20.800,20.290,0.572,0.576,0.566,0.621,0.554,0.316,2.530
20.540,20.420,0.565,0.554,0.552,0.558,0.541,0.295,2.380
18.610,18.520,0.515,0.508,0.518,0.523,0.510,0.280,2.340
19.210,18.770,0.535,0.531,0.528,0.583,0.531,0.287,2.180
19.710,19.300,0.541,0.531,0.518,0.581,0.536,0.289,2.180
19.970,19.910,0.545,0.527,0.529,0.593,0.538,0.301,2.220
21.180,20.990,0.570,0.543,0.550,0.616,0.559,0.317,2.280
20.700,20.020,0.545,0.532,0.540,0.626,0.548,0.316,2.380
21.430,20.600,0.557,0.564,0.557,0.648,0.565,0.329,2.470
23.310,22.270,0.642,0.663,0.604,0.701,0.601,0.359,2.670
24.400,23.420,0.718,0.716,0.639,0.749,0.632,0.381,2.920
25.250,24.430,0.733,0.747,0.659,0.769,0.648,0.392,3.310
25.860,25.030,0.724,0.760,0.656,0.756,0.654,0.400,3.400
26.990,26.420,0.766,0.802,0.692,0.762,0.694,0.437,3.540
25.240,24.890,0.735,0.770,0.657,0.727,0.655,0.406,3.210
25.540,24.890,0.742,0.784,0.647,0.701,0.646,0.402,3.400
26.460,26.240,0.731,0.750,0.665,0.720,0.670,0.412,3.500
26.880,26.410,0.730,0.755,0.675,0.712,0.676,0.415,3.650
27.270,26.150,0.692,0.724,0.665,0.687,0.661,0.414,3.650
28.430,26.350,0.712,0.751,0.689,0.694,0.688,0.416,3.570
27.180,24.610,0.712,0.759,0.665,0.731,0.672,0.406,3.350
25.220,24.000,0.683,0.720,0.639,0.709,0.639,0.376,3.240
25.010,22.990,0.706,0.716,0.629,0.727,0.628,0.375,3.240
24.940,23.200,0.705,0.720,0.635,0.728,0.643,0.367,3.110
25.610,24.550,0.722,0.748,0.654,0.735,0.661,0.377,3.260
26.520,25.160,0.734,0.762,0.667,0.729,0.678,0.379,3.430
26.810,25.630,0.742,0.745,0.680,0.725,0.692,0.372,3.180
26.700,25.550,0.739,0.754,0.678,0.709,0.686,0.366,2.960
27.620,26.280,0.788,0.785,0.696,0.728,0.707,0.371,2.900
26.640,25.450,0.767,0.740,0.664,0.735,0.678,0.373,2.970
26.870,25.680,0.783,0.745,0.668,0.756,0.687,0.382,3.010
26.770,25.520,0.757,0.743,0.653,0.757,0.677,0.387,2.780
28.520,26.440,0.767,0.744,0.698,0.795,0.719,0.409,2.990
30.090,27.580,0.773,0.764,0.731,0.829,0.750,0.427,3.280
28.840,27.530,0.780,0.754,0.740,0.887,0.762,0.449,3.330
28.650,27.450,0.741,0.735,0.746,0.942,0.761,0.454,3.210
29.590,28.510,0.772,0.773,0.773,0.924,0.795,0.472,3.300
29.390,28.320,0.786,0.771,0.773,0.862,0.807,0.474,3.710
30.630,29.170,0.801,0.808,0.793,0.857,0.823,0.480,3.800
30.250,28.890,0.815,0.848,0.795,0.861,0.831,0.480,4.170
29.370,28.170,0.822,0.830,0.777,0.834,0.814,0.472,3.850
29.650,28.450,0.853,0.890,0.794,0.840,0.817,0.484,4.140
27.880,26.620,0.821,0.776,0.746,0.850,0.757,0.480,4.220
27.030,25.550,0.819,0.778,0.727,0.815,0.728,0.480,4.230
25.970,24.300,0.831,0.733,0.708,0.818,0.705,0.469,3.880
25.680,23.400,0.748,0.678,0.686,0.792,0.675,0.461,3.860
26.980,24.160,0.733,0.664,0.741,0.802,0.726,0.478,4.250
26.830,25.190,0.712,0.652,0.755,0.785,0.726,0.480,4.250
27.140,25.910,0.726,0.683,0.760,0.790,0.736,0.491,4.310
27.820,26.840,0.768,0.733,0.776,0.788,0.756,0.505,4.640
30.350,29.560,0.835,0.806,0.847,0.869,0.833,0.539,5.120
32.380,31.010,0.902,0.893,0.898,0.923,0.911,0.554,4.960
31.960,30.970,0.869,0.859,0.884,0.901,0.893,0.555,4.850
31.540,30.370,0.839,0.826,0.862,0.848,0.849,0.552,5.030
33.040,31.480,0.867,0.868,0.891,0.873,0.875,0.586,5.370
